"","gene","name","geneid","NCBI"
"11512","TULP3","TUB like protein 3",426085,"XP_423762.3"
"11513","TULP4","TUB like protein 4",421658,"XP_015139700.1"
"11514","TUSC1","tumor suppressor candidate 1",101751372,"XP_004949628.1"
"11515","TUSC2","tumor suppressor 2, mitochondrial calcium regulator",415910,"XP_015148285.1"
"11516","TUSC3","tumor suppressor candidate 3",422738,"XP_420692.2"
"11517","TUT1","terminal uridylyl transferase 1, U6 snRNA-specific",430595,"XP_015128520.1"
"11518","TVP23A","trans-golgi network vesicle protein 23 homolog A",771988,"XP_015150063.1"
"11519","TWF1","twinfilin actin binding protein 1",417797,"NP_001265024.1"
"11520","TWF2","twinfilin actin binding protein 2",415940,"NP_001025760.1"
"11521","TWIST1","twist family bHLH transcription factor 1",395491,"NP_990070.1"
"11522","TWIST2","twist family bHLH transcription factor 2",395405,"NP_990010.1"
"11523","TWISTNB","TWIST neighbor",420603,"NP_001186544.1"
"11524","TWSG1","twisted gastrulation BMP signaling modulator 1",374024,"NP_989529.1"
"11525","TXK","TXK tyrosine kinase",770387,"XP_004936109.1"
"11526","TXLNA","taxilin alpha",419648,"XP_004947874.1"
"11527","TXLNA","taxilin alpha",419648,"XP_015153338.1"
"11528","TXLNG","taxilin gamma",418618,"XP_015128909.1"
"11529","TXN","thioredoxin",396437,"NP_990784.1"
"11530","TXN2","thioredoxin 2",426978,"XP_015141435.1"
"11531","TXNDC5","thioredoxin domain containing 5",420867,"XP_015131374.1"
"11532","TXNDC9","thioredoxin domain containing 9",418702,"XP_001232595.1"
"11533","TXNDC11","thioredoxin domain containing 11",416428,"XP_414741.3"
"11534","TXNDC12","thioredoxin domain containing 12",772208,"NP_001269224.1"
"11535","TXNDC15","thioredoxin domain containing 15",416310,"XP_414627.4"
"11536","TXNDC16","thioredoxin domain containing 16",423584,"XP_004936576.1"
"11537","TXNDC17","thioredoxin domain containing 17",417680,"XP_415925.1"
"11538","TXNIP","thioredoxin interacting protein",107051021,"XP_015130206.1"
"11539","TXNL1","thioredoxin like 1",426854,"XP_424463.1"
"11540","TXNL4A","thioredoxin like 4A",420811,"XP_418903.1"
"11541","TXNL4B","thioredoxin like 4B",418396,"NP_001265000.1"
"11542","TXNRD1","thioredoxin reductase 1",418082,"NP_001025933.2"
"11543","TXNRD2","thioredoxin reductase 2",416782,"NP_001116163.1"
"11544","TXNRD3","thioredoxin reductase 3",416031,"NP_001116249.1"
"11545","TYMS","thymidylate synthetase",421060,"XP_015133440.1"
"11546","TYRO3","TYRO3 protein tyrosine kinase",395336,"NP_989958.1"
"11547","TYRP1","tyrosinase related protein 1",395913,"NP_990376.2"
"11548","TYSND1","trypsin domain containing 1",769373,"XP_001232633.2"
"11549","TYW1","tRNA-yW synthesizing protein 1 homolog",417478,"XP_015151423.1"
"11550","TYW3","tRNA-yW synthesizing protein 3 homolog",424720,"NP_001264564.1"
"11551","TYW5","tRNA-yW synthesizing protein 5",424065,"NP_001292060.1"
"11552","U2AF1","U2 small nuclear RNA auxiliary factor 1",395370,"NP_989986.2"
"11553","U2SURP","U2 snRNP associated SURP domain containing",424773,"XP_004937128.2"
"11554","UACA","uveal autoantigen with coiled-coil domains and ankyrin repeats",415569,"XP_015147686.1"
"11555","UAP1","UDP-N-acetylglucosamine pyrophosphorylase 1",424368,"XP_015145888.1"
"11556","UAP1L1","UDP-N-acetylglucosamine pyrophosphorylase 1 like 1",417295,"XP_415568.2"
"11557","UBA2","ubiquitin like modifier activating enzyme 2",415784,"XP_015147930.1"
"11558","UBA3","ubiquitin like modifier activating enzyme 3",426073,"XP_015148736.1"
"11559","UBA5","ubiquitin like modifier activating enzyme 5",414879,"NP_001001765.1"
"11560","UBA6","ubiquitin like modifier activating enzyme 6",422655,"XP_015131881.1"
"11561","UBA7","ubiquitin like modifier activating enzyme 7",395178,"XP_015148375.1"
"11562","UBAC1","UBA domain containing 1",427754,"NP_001026645.1"
"11563","UBAC2","UBA domain containing 2",418778,"NP_001006268.1"
"11564","UBALD1","UBA like domain containing 1",416661,"XP_015150132.1"
"11565","UBALD2","UBA like domain containing 2",107054745,"XP_015150794.1"
"11566","UBAP1L","ubiquitin associated protein 1 like",769261,"NP_001265384.1"
"11567","UBAP2L","ubiquitin associated protein 2 like",426147,"XP_015154077.1"
"11568","UBAP2L","ubiquitin associated protein 2 like",426147,"XP_015154078.1"
"11569","UBASH3A","ubiquitin associated and SH3 domain containing A",418535,"XP_004934641.1"
"11570","UBASH3B","ubiquitin associated and SH3 domain containing B",419748,"XP_015153661.1"
"11571","UBE2A","ubiquitin conjugating enzyme E2 A",395672,"NP_990196.1"
"11572","UBE2B","ubiquitin conjugating enzyme E2 B",100857678,"XP_015149580.1"
"11573","UBE2C","ubiquitin conjugating enzyme E2 C",100859413,"XP_015152064.1"
"11574","UBE2D2","ubiquitin conjugating enzyme E2 D2",416137,"XP_015149037.1"
"11575","UBE2E1","ubiquitin conjugating enzyme E2 E1",420653,"XP_015137279.1"
"11576","UBE2E3","ubiquitin conjugating enzyme E2 E3",424122,"NP_001182353.1"
"11577","UBE2E3","ubiquitin conjugating enzyme E2 E3",424122,"XP_015144923.1"
"11578","UBE2F","ubiquitin conjugating enzyme E2 F (putative)",424015,"NP_001006512.1"
"11579","UBE2G1","ubiquitin conjugating enzyme E2 G1",770961,"NP_001074352.1"
"11580","UBE2G2","ubiquitin conjugating enzyme E2 G2",424837,"NP_001264348.1"
"11581","UBE2H","ubiquitin conjugating enzyme E2 H",416678,"NP_001025818.1"
"11582","UBE2I","ubiquitin conjugating enzyme E2 I",374123,"NP_989596.1"
"11583","UBE2J1","ubiquitin conjugating enzyme E2 J1",395528,"NP_990094.2"
"11584","UBE2J2","ubiquitin conjugating enzyme E2 J2",419421,"XP_001233677.1"
"11585","UBE2K","ubiquitin conjugating enzyme E2 K",428787,"NP_001026711.1"
"11586","UBE2L6","ubiquitin conjugating enzyme E2 L6",100858073,"XP_003641380.1"
"11587","UBE2M","ubiquitin conjugating enzyme E2 M",107049465,"XP_015128548.1"
"11588","UBE2N","ubiquitin conjugating enzyme E2 N",417898,"NP_001012828.1"
"11589","UBE2O","ubiquitin conjugating enzyme E2 O",417359,"XP_415619.4"
"11590","UBE2Q1","ubiquitin conjugating enzyme E2 Q1",100858564,"XP_015154000.1"
"11591","UBE2Q2","ubiquitin conjugating enzyme E2 Q2",415356,"XP_015134505.1"
"11592","UBE2R2","ubiquitin conjugating enzyme E2 R2",427021,"NP_001026582.2"
"11593","UBE2S","ubiquitin conjugating enzyme E2 S",107050834,"XP_015130030.1"
"11594","UBE2T","ubiquitin conjugating enzyme E2 T",421149,"XP_003642764.1"
"11595","UBE2V1","ubiquitin conjugating enzyme E2 V1",100538349,"XP_015151799.1"
"11596","UBE2Z","ubiquitin conjugating enzyme E2 Z",419991,"XP_418113.1"
"11597","UBE3A","ubiquitin protein ligase E3A",418686,"XP_015133256.1"
"11598","UBE3B","ubiquitin protein ligase E3B",776286,"NP_001292573.1"
"11599","UBE3C","ubiquitin protein ligase E3C",420447,"NP_001026138.1"
"11600","UBE3D","ubiquitin protein ligase E3D",421843,"XP_419864.5"
"11601","UBE4B","ubiquitination factor E4B",419448,"XP_003642559.1"
"11602","UBFD1","ubiquitin family domain containing 1",771251,"XP_015149981.1"
"11603","UBIAD1","UbiA prenyltransferase domain containing 1",419456,"XP_015152380.1"
"11604","UBL3","ubiquitin like 3",418921,"NP_001012847.1"
"11605","UBL4A","ubiquitin like 4A",107050156,"XP_015129423.1"
"11606","UBL5","ubiquitin like 5",107057622,"XP_015158188.1"
"11607","UBL7","ubiquitin like 7",415297,"NP_001186677.1"
"11608","UBLCP1","ubiquitin like domain containing CTD phosphatase 1",416237,"NP_001025784.2"
"11609","UBN1","ubinuclein 1",416398,"NP_001073186.1"
"11610","UBN2","ubinuclein 2",417970,"NP_001264679.1"
"11611","UBOX5","U-box domain containing 5",422940,"XP_015141516.1"
"11612","UBP1","upstream binding protein 1",428458,"XP_003640771.2"
"11613","UBQLN1","ubiquilin 1",427454,"XP_004949251.1"
"11614","UBQLN4","ubiquilin 4",426353,"NP_001026544.1"
"11615","UBR1","ubiquitin protein ligase E3 component n-recognin 1",423242,"XP_015142584.1"
"11616","UBR2","ubiquitin protein ligase E3 component n-recognin 2",421387,"XP_419446.3"
"11617","UBR3","ubiquitin protein ligase E3 component n-recognin 3",424158,"XP_015145155.1"
"11618","UBR5","ubiquitin protein ligase E3 component n-recognin 5",420252,"XP_015138483.1"
"11619","UBR7","ubiquitin protein ligase E3 component n-recognin 7",772299,"XP_003641358.1"
"11620","UBTD1","ubiquitin domain containing 1",431558,"XP_015144281.1"
"11621","UBTD2","ubiquitin domain containing 2",416202,"XP_429403.3"
"11622","UBTF","upstream binding transcription factor",100859792,"XP_015128693.1"
"11623","UBXN2A","UBX domain protein 2A",421973,"XP_015140460.1"
"11624","UBXN2B","UBX domain protein 2B",421135,"NP_001026194.1"
"11625","UBXN4","UBX domain protein 4",424293,"XP_422138.1"
"11626","UBXN6","UBX domain protein 6",428329,"XP_001232670.1"
"11627","UBXN7","UBX domain protein 7",424856,"XP_422667.4"
"11628","UBXN10","UBX domain protein 10",771670,"XP_015152431.1"
"11629","UBXN11","UBX domain protein 11",419546,"XP_015153053.1"
"11630","UCHL1","ubiquitin C-terminal hydrolase L1",770302,"NP_001073681.1"
"11631","UCHL3","ubiquitin C-terminal hydrolase L3",395626,"NP_990156.1"
"11632","UCHL5","ubiquitin C-terminal hydrolase L5",424359,"NP_001292544.1"
"11633","UCK1","uridine-cytidine kinase 1",771901,"XP_001235116.2"
"11634","UCK2","uridine-cytidine kinase 2",424406,"NP_001153543.1"
"11635","UCKL1","uridine-cytidine kinase 1 like 1",419255,"NP_001257506.1"
"11636","UCKL1","uridine-cytidine kinase 1 like 1",419255,"XP_015151876.1"
"11637","UCN3","urocortin 3",769274,"XP_001231711.1"
"11638","UCP3","uncoupling protein 3",373896,"NP_989438.1"
"11639","UEVLD","UEV and lactate/malate dehyrogenase domains",100858486,"NP_001264353.1"
"11640","UFC1","ubiquitin-fold modifier conjugating enzyme 1",107057454,"XP_015158024.1"
"11641","UFL1","UFM1 specific ligase 1",421804,"NP_001096671.1"
"11642","UFM1","ubiquitin fold modifier 1",418894,"NP_001025998.1"
"11643","UFSP2","UFM1 specific peptidase 2",422542,"XP_015131711.1"
"11644","UGCG","UDP-glucose ceramide glucosyltransferase",427335,"XP_424914.2"
"11645","UGDH","UDP-glucose 6-dehydrogenase",422792,"NP_001012599.1"
"11646","UGGT1","UDP-glucose glycoprotein glucosyltransferase 1",424757,"XP_004937020.1"
"11647","UGGT2","UDP-glucose glycoprotein glucosyltransferase 2",418785,"NP_001239028.1"
"11648","UGP2","UDP-glucose pyrophosphorylase 2",373900,"NP_989442.2"
"11649","UGT2A1","UDP glucuronosyltransferase family 2 member A1 complex locus",422660,"XP_004941250.1"
"11650","UGT8","UDP glycosyltransferase 8",374033,"NP_989535.1"
"11651","UHMK1","U2AF homology motif kinase 1",424369,"XP_015145890.1"
"11652","UHRF1","ubiquitin like with PHD and ring finger domains 1",420154,"XP_015155673.1"
"11653","UHRF1BP1","UHRF1 binding protein 1",419900,"XP_015154480.1"
"11654","UHRF1BP1","UHRF1 binding protein 1",419900,"XP_418025.4"
"11655","UHRF1BP1L","UHRF1 binding protein 1 like",417929,"XP_416170.1"
"11656","UHRF2","ubiquitin like with PHD and ring finger domains 2",431601,"XP_003643050.1"
"11657","UIMC1","ubiquitin interaction motif containing 1",416145,"XP_004944953.2"
"11658","ULK1","unc-51 like autophagy activating kinase 1",416800,"XP_015131133.1"
"11659","ULK2","unc-51 like autophagy activating kinase 2",417614,"XP_004946752.1"
"11660","ULK3","unc-51 like kinase 3",769780,"NP_001156379.1"
"11661","ULK4","unc-51 like kinase 4",420713,"XP_418812.4"
"11662","UMAD1","UBAP1-MVB12-associated (UMA) domain containing 1",107052569,"XP_015137389.1"
"11663","UMOD","uromodulin",404754,"NP_998741.2"
"11664","UMOD","uromodulin",404754,"XP_015147768.1"
"11665","UMODL1","uromodulin like 1",427987,"XP_015156518.1"
"11666","UMPS","uridine monophosphate synthetase",424256,"NP_001026431.1"
"11667","UNC5A","unc-5 netrin receptor A",426419,"XP_015149364.1"
"11668","UNC5B","unc-5 netrin receptor B",423716,"NP_001026396.2"
"11669","UNC5C","unc-5 netrin receptor C",395101,"XP_015131590.1"
"11670","UNC5D","unc-5 netrin receptor D",426920,"XP_004947638.1"
"11671","UNC13C","unc-13 homolog C",415413,"XP_413798.4"
"11672","UNC13D","unc-13 homolog D",417369,"XP_004946183.1"
"11673","UNC13D","unc-13 homolog D",417369,"XP_015150804.1"
"11674","UNC45A","unc-45 myosin chaperone A",415584,"XP_015147673.1"
"11675","UNC45B","unc-45 myosin chaperone B",417527,"XP_004946569.1"
"11676","UNC50","unc-50 inner nuclear membrane RNA binding protein",418691,"NP_001264682.1"
"11677","UNC79","unc-79 homolog, NALCN channel complex subunit",423426,"XP_004941940.1"
"11678","UNC93B1","unc-93 homolog B1, TLR signaling regulator",395244,"XP_003641318.2"
"11679","UNC119","unc-119 lipid binding chaperone",771690,"XP_001234937.1"
"11680","UNC119B","unc-119 lipid binding chaperone B",416970,"XP_415263.2"
"11681","UNCX","UNC homeobox",416458,"XP_015149815.1"
"11682","UNK","unk zinc finger",417371,"XP_015150818.1"
"11683","UNK","unk zinc finger",417371,"XP_015150824.1"
"11684","UNKL","unk like zinc finger",416593,"XP_015149996.1"
"11685","UPB1","beta-ureidopropionase 1",416949,"XP_415242.1"
"11686","UPF1","UPF1 RNA helicase and ATPase",420119,"XP_015155615.1"
"11687","UPF2","UPF2 regulator of nonsense mediated mRNA decay",419100,"XP_015153052.1"
"11688","UPF3A","UPF3A regulator of nonsense mediated mRNA decay",418734,"XP_416933.2"
"11689","UPK1B","uroplakin 1B",418345,"XP_015150170.1"
"11690","UPP1","uridine phosphorylase 1",420942,"XP_004935194.1"
"11691","UPRT","uracil phosphoribosyltransferase homolog",422327,"NP_001026295.1"
"11692","UQCR10","ubiquinol-cytochrome c reductase, complex III subunit X",770937,"NP_001289078.1"
"11693","UQCRC1","ubiquinol-cytochrome c reductase core protein 1",416013,"XP_414356.3"
"11694","UQCRC2","ubiquinol-cytochrome c reductase core protein 2",427009,"XP_424611.2"
"11695","UQCRFS1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",415752,"NP_001005843.1"
"11696","UQCRH","ubiquinol-cytochrome c reductase hinge protein",771939,"NP_001264602.1"
"11697","UQCRQ","ubiquinol-cytochrome c reductase complex III subunit VII",416336,"XP_414651.1"
"11698","URB1","URB1 ribosome biogenesis homolog",427975,"XP_003640527.1"
"11699","URB2","URB2 ribosome biogenesis homolog",421539,"XP_419580.2"
"11700","URI1","URI1 prefoldin like chaperone",415759,"XP_015147915.1"
"11701","URM1","ubiquitin related modifier 1",417221,"NP_001007844.1"
"11702","UROC1","urocanate hydratase 1",416035,"XP_015148842.1"
"11703","UROD","uroporphyrinogen decarboxylase",424590,"XP_015146772.1"
"11704","UROS","uroporphyrinogen III synthase",426223,"XP_423886.3"
"11705","USB1","U6 snRNA biogenesis phosphodiesterase 1",415628,"XP_015147801.1"
"11706","USB1","U6 snRNA biogenesis phosphodiesterase 1",415628,"XP_015147802.1"
"11707","USE1","unconventional SNARE in the ER 1",420134,"NP_001026110.1"
"11708","USE1","unconventional SNARE in the ER 1",420134,"XP_015155543.1"
"11709","USH1C","USH1 protein network component harmonin",423073,"XP_015142131.1"
"11710","USH1G","USH1 protein network component sans",428684,"XP_426242.2"
"11711","USH2A","usherin",421358,"XP_015139379.1"
"11712","USO1","USO1 vesicle transport factor",422575,"XP_015131728.1"
"11713","USP1","ubiquitin specific peptidase 1",424685,"NP_001026461.1"
"11714","USP2","ubiquitin specific peptidase 2",395766,"XP_015153680.1"
"11715","USP2","ubiquitin specific peptidase 2",395766,"XP_015153686.1"
"11716","USP3","ubiquitin specific peptidase 3",415369,"XP_413755.3"
"11717","USP4","ubiquitin specific peptidase 4",415937,"NP_001006134.1"
"11718","USP5","ubiquitin specific peptidase 5",418290,"XP_003640490.1"
"11719","USP6NL","USP6 N-terminal like",419104,"XP_015151455.1"
"11720","USP7","ubiquitin specific peptidase 7",395126,"NP_989802.1"
"11721","USP8","ubiquitin specific peptidase 8",415451,"XP_015147503.1"
"11722","USP9X","ubiquitin specific peptidase 9 X-linked",418569,"XP_015157219.1"
"11723","USP10","ubiquitin specific peptidase 10",415817,"NP_001006130.1"
"11724","USP12","ubiquitin specific peptidase 12",428078,"XP_015134402.1"
"11725","USP13","ubiquitin specific peptidase 13",429286,"NP_001292032.1"
"11726","USP14","ubiquitin specific peptidase 14",421063,"XP_419150.1"
"11727","USP15","ubiquitin specific peptidase 15",395644,"NP_997702.1"
"11728","USP16","ubiquitin specific peptidase 16",418485,"XP_015155018.1"
"11729","USP18","ubiquitin specific peptidase 18",418167,"XP_004938015.1"
"11730","USP19","ubiquitin specific peptidase 19",100858727,"XP_015148812.1"
"11731","USP20","ubiquitin specific peptidase 20",417188,"XP_015135203.1"
"11732","USP21","ubiquitin specific peptidase 21",107057453,"XP_015158022.1"
"11733","USP22","ubiquitin specific peptidase 22",416501,"XP_015149870.1"
"11734","USP24","ubiquitin specific peptidase 24",424665,"XP_015146674.1"
"11735","USP25","ubiquitin specific peptidase 25",418471,"XP_015154290.1"
"11736","USP28","ubiquitin specific peptidase 28",428246,"XP_015153503.1"
"11737","USP30","ubiquitin specific peptidase 30",416896,"XP_015131006.1"
"11738","USP31","ubiquitin specific peptidase 31",416580,"XP_015149988.1"
"11739","USP32","ubiquitin specific peptidase 32",417646,"XP_415892.4"
"11740","USP33","ubiquitin specific peptidase 33",424553,"XP_004936730.1"
"11741","USP34","ubiquitin specific peptidase 34",421193,"NP_001186345.1"
"11742","USP35","ubiquitin specific peptidase 35",419030,"XP_015136356.1"
"11743","USP37","ubiquitin specific peptidase 37",424216,"NP_001292064.1"
"11744","USP38","ubiquitin specific peptidase 38",422455,"XP_420421.3"
"11745","USP39","ubiquitin specific peptidase 39",100859000,"XP_003643514.2"
"11746","USP40","ubiquitin specific peptidase 40",100859211,"NP_001244247.1"
